"Type";"PolicyName";"PolicyId";"PolicyVersion";"PolicyScope";"PolicyScopeId";"ALZPolicyName";"ALZVersion";"ALZState";"InTenant";"DetectedBy";"AzAdvertizerUrl"
"Policy";"Deploy-FirewallPolicy";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-firewallpolicy";"1.0.0";"Mg";"alz";"Deploy-FirewallPolicy";"1.0.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-FirewallPolicy.html"
"Policy";"Deploy-LogicApp-TLS";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-logicapp-tls";"1.0.0";"Mg";"alz";"Deploy-LogicApp-TLS";"1.0.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-LogicApp-TLS.html"
"Policy";"Deploy-MDFC-Arc-SQL-DCR-Association";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-mdfc-arc-sql-dcr-association";"1.0.0-deprecated";"Mg";"alz";"Deploy-MDFC-Arc-SQL-DCR-Association";"1.0.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-MDFC-Arc-SQL-DCR-Association.html"
"Policy";"Deploy-MDFC-Arc-Sql-DefenderSQL-DCR";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-mdfc-arc-sql-defendersql-dcr";"1.0.0-deprecated";"Mg";"alz";"Deploy-MDFC-Arc-Sql-DefenderSQL-DCR";"1.0.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-MDFC-Arc-Sql-DefenderSQL-DCR.html"
"PolicySet";"Deploy-MDFC-Config";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/deploy-mdfc-config";"7.0.0-deprecated";"Mg";"alz";"Deploy-MDFC-Config";"7.0.0-deprecated";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Deploy-MDFC-Config.html"
"PolicySet";"Deploy-MDFC-Config_20240319";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/deploy-mdfc-config_20240319";"2.3.0";"Mg";"alz";"Deploy-MDFC-Config_20240319";"2.4.0";"outDated";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Deploy-MDFC-Config_20240319.html"
"PolicySet";"Deploy-MDFC-DefenderSQL-AMA";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/deploy-mdfc-defendersql-ama";"1.0.1-deprecated";"Mg";"alz";"Deploy-MDFC-DefenderSQL-AMA";"1.0.1-deprecated";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Deploy-MDFC-DefenderSQL-AMA.html"
"Policy";"Deploy-MDFC-SQL-AMA";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-mdfc-sql-ama";"1.0.0-deprecated";"Mg";"alz";"Deploy-MDFC-SQL-AMA";"1.0.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-MDFC-SQL-AMA.html"
"Policy";"Deploy-MDFC-SQL-DefenderSQL";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-mdfc-sql-defendersql";"1.0.0-deprecated";"Mg";"alz";"Deploy-MDFC-SQL-DefenderSQL";"1.0.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-MDFC-SQL-DefenderSQL.html"
"Policy";"Deploy-MDFC-SQL-DefenderSQL-DCR";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-mdfc-sql-defendersql-dcr";"1.0.1-deprecated";"Mg";"alz";"Deploy-MDFC-SQL-DefenderSQL-DCR";"1.0.1-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-MDFC-SQL-DefenderSQL-DCR.html"
"Policy";"Deploy-MySQL-sslEnforcement";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-mysql-sslenforcement";"1.2.0";"Mg";"alz";"Deploy-MySQL-sslEnforcement";"1.2.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-MySQL-sslEnforcement.html"
"Policy";"Deploy-Nsg-FlowLogs";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-nsg-flowlogs";"1.0.0-deprecated";"Mg";"alz";"Deploy-Nsg-FlowLogs";"1.0.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Nsg-FlowLogs.html"
"Policy";"Deploy-Nsg-FlowLogs-to-LA";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-nsg-flowlogs-to-la";"1.1.0-deprecated";"Mg";"alz";"Deploy-Nsg-FlowLogs-to-LA";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Nsg-FlowLogs-to-LA.html"
"Policy";"Deploy-PostgreSQL-sslEnforcement";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-postgresql-sslenforcement";"1.2.0";"Mg";"alz";"Deploy-PostgreSQL-sslEnforcement";"1.2.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-PostgreSQL-sslEnforcement.html"
"Policy";"Deploy-Private-DNS-Generic";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-private-dns-generic";"2.0.0";"Mg";"alz";"Deploy-Private-DNS-Generic";"2.0.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Private-DNS-Generic.html"
"PolicySet";"Deploy-Private-DNS-Zones";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/deploy-private-dns-zones";"2.4.0";"Mg";"alz";"Deploy-Private-DNS-Zones";"2.4.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Deploy-Private-DNS-Zones.html"
"Policy";"Deploy-Sql-AuditingSettings";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-sql-auditingsettings";"1.0.0";"Mg";"alz";"Deploy-Sql-AuditingSettings";"1.0.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Sql-AuditingSettings.html"
"Policy";"Deploy-SQL-minTLS";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-sql-mintls";"1.2.0";"Mg";"alz";"Deploy-SQL-minTLS";"1.2.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-SQL-minTLS.html"
"PolicySet";"Deploy-Sql-Security";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/deploy-sql-security";"1.0.0-deprecated";"Mg";"alz";"Deploy-Sql-Security";"1.0.0-deprecated";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Deploy-Sql-Security.html"
"PolicySet";"Deploy-Sql-Security_20240529";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/deploy-sql-security_20240529";"1.1.0";"Mg";"alz";"Deploy-Sql-Security_20240529";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Deploy-Sql-Security_20240529.html"
"Policy";"Deploy-Sql-SecurityAlertPolicies";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-sql-securityalertpolicies";"1.1.1";"Mg";"alz";"Deploy-Sql-SecurityAlertPolicies";"1.1.1";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Sql-SecurityAlertPolicies.html"
"Policy";"Deploy-Sql-Tde";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-sql-tde";"1.1.1-deprecated";"Mg";"alz";"Deploy-Sql-Tde";"1.1.1-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Sql-Tde.html"
"Policy";"Deploy-Sql-vulnerabilityAssessments";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-sql-vulnerabilityassessments";"1.0.1-deprecated";"Mg";"alz";"Deploy-Sql-vulnerabilityAssessments";"1.0.1-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Sql-vulnerabilityAssessments.html"
"Policy";"Deploy-Sql-vulnerabilityAssessments_20230706";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-sql-vulnerabilityassessments_20230706";"1.0.0";"Mg";"alz";"Deploy-Sql-vulnerabilityAssessments_20230706";"1.0.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Sql-vulnerabilityAssessments_20230706.html"
"Policy";"Deploy-SqlMi-minTLS";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-sqlmi-mintls";"1.3.0";"Mg";"alz";"Deploy-SqlMi-minTLS";"1.3.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-SqlMi-minTLS.html"
"Policy";"Deploy-Storage-sslEnforcement";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-storage-sslenforcement";"1.3.0";"Mg";"alz";"Deploy-Storage-sslEnforcement";"1.3.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Storage-sslEnforcement.html"
"Policy";"Deploy-UserAssignedManagedIdentity-VMInsights";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-userassignedmanagedidentity-vminsights";"1.0.0-deprecated";"Mg";"alz";"Deploy-UserAssignedManagedIdentity-VMInsights";"1.0.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-UserAssignedManagedIdentity-VMInsights.html"
"Policy";"Deploy-Vm-autoShutdown";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-vm-autoshutdown";"1.0.0";"Mg";"alz";"Deploy-Vm-autoShutdown";"1.0.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Vm-autoShutdown.html"
"Policy";"Deploy-VNET-HubSpoke";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-vnet-hubspoke";"1.1.0";"Mg";"alz";"Deploy-VNET-HubSpoke";"1.1.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-VNET-HubSpoke.html"
"Policy";"Deploy-Windows-DomainJoin";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-windows-domainjoin";"1.1.0";"Mg";"alz";"Deploy-Windows-DomainJoin";"1.1.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Windows-DomainJoin.html"
"PolicySet";"Enforce-ACSB";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-acsb";"1.1.0";"Mg";"alz";"Enforce-ACSB";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-ACSB.html"
"PolicySet";"Enforce-ALZ-Decomm";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-alz-decomm";"1.1.0";"Mg";"alz";"Enforce-ALZ-Decomm";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-ALZ-Decomm.html"
"PolicySet";"Enforce-ALZ-Sandbox";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-alz-sandbox";"1.1.0";"Mg";"alz";"Enforce-ALZ-Sandbox";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-ALZ-Sandbox.html"
"PolicySet";"Enforce-Backup";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-backup";"1.1.0";"Mg";"alz";"Enforce-Backup";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Backup.html"
"PolicySet";"Enforce-Encryption-CMK_20250218";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-encryption-cmk_20250218";"1.1.0";"Mg";"alz";"Enforce-Encryption-CMK_20250218";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Encryption-CMK_20250218.html"
"PolicySet";"Enforce-EncryptTransit";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-encrypttransit";"2.1.0-deprecated";"Mg";"alz";"Enforce-EncryptTransit";"2.1.0-deprecated";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-EncryptTransit.html"
"PolicySet";"Enforce-EncryptTransit_20240509";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-encrypttransit_20240509";"1.0.0-deprecated";"Mg";"alz";"Enforce-EncryptTransit_20240509";"1.0.0-deprecated";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-EncryptTransit_20240509.html"
"PolicySet";"Enforce-EncryptTransit_20241211";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-encrypttransit_20241211";"1.2.2";"Mg";"alz";"Enforce-EncryptTransit_20241211";"1.2.2";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-EncryptTransit_20241211.html"
"PolicySet";"Enforce-Guardrails-APIM";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-apim";"1.1.0";"Mg";"alz";"Enforce-Guardrails-APIM";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-APIM.html"
"PolicySet";"Enforce-Guardrails-AppServices";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-appservices";"1.1.0";"Mg";"alz";"Enforce-Guardrails-AppServices";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-AppServices.html"
"PolicySet";"Enforce-Guardrails-Automation";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-automation";"1.1.0";"Mg";"alz";"Enforce-Guardrails-Automation";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-Automation.html"
"PolicySet";"Enforce-Guardrails-BotService";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-botservice";"1.1.0";"Mg";"alz";"Enforce-Guardrails-BotService";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-BotService.html"
"PolicySet";"Enforce-Guardrails-CognitiveServices";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-cognitiveservices";"1.2.0";"Mg";"alz";"Enforce-Guardrails-CognitiveServices";"1.2.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-CognitiveServices.html"
"PolicySet";"Enforce-Guardrails-Compute";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-compute";"1.1.0";"Mg";"alz";"Enforce-Guardrails-Compute";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-Compute.html"
"PolicySet";"Enforce-Guardrails-ContainerApps";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-containerapps";"1.1.0";"Mg";"alz";"Enforce-Guardrails-ContainerApps";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-ContainerApps.html"
"PolicySet";"Enforce-Guardrails-ContainerInstance";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-containerinstance";"1.1.0";"Mg";"alz";"Enforce-Guardrails-ContainerInstance";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-ContainerInstance.html"
"PolicySet";"Enforce-Guardrails-ContainerRegistry";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-containerregistry";"1.1.0";"Mg";"alz";"Enforce-Guardrails-ContainerRegistry";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-ContainerRegistry.html"
"PolicySet";"Enforce-Guardrails-CosmosDb";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-cosmosdb";"1.1.0";"Mg";"alz";"Enforce-Guardrails-CosmosDb";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-CosmosDb.html"
"PolicySet";"Enforce-Guardrails-DataExplorer";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-dataexplorer";"1.1.0";"Mg";"alz";"Enforce-Guardrails-DataExplorer";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-DataExplorer.html"
"PolicySet";"Enforce-Guardrails-DataFactory";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-datafactory";"1.1.0";"Mg";"alz";"Enforce-Guardrails-DataFactory";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-DataFactory.html"
"PolicySet";"Enforce-Guardrails-EventGrid";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-eventgrid";"1.1.0";"Mg";"alz";"Enforce-Guardrails-EventGrid";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-EventGrid.html"
"PolicySet";"Enforce-Guardrails-EventHub";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-eventhub";"1.1.0";"Mg";"alz";"Enforce-Guardrails-EventHub";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-EventHub.html"
"PolicySet";"Enforce-Guardrails-KeyVault";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-keyvault";"2.2.0";"Mg";"alz";"Enforce-Guardrails-KeyVault";"2.3.0";"outDated";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-KeyVault.html"
"PolicySet";"Enforce-Guardrails-KeyVault-Sup";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-keyvault-sup";"1.1.0";"Mg";"alz";"Enforce-Guardrails-KeyVault-Sup";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-KeyVault-Sup.html"
"PolicySet";"Enforce-Guardrails-Kubernetes";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-kubernetes";"1.2.0";"Mg";"alz";"Enforce-Guardrails-Kubernetes";"2.0.0";"outDated";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-Kubernetes.html"
"PolicySet";"Enforce-Guardrails-MachineLearning";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-machinelearning";"1.2.0";"Mg";"alz";"Enforce-Guardrails-MachineLearning";"1.2.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-MachineLearning.html"
"PolicySet";"Enforce-Guardrails-MySQL";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-mysql";"1.1.0";"Mg";"alz";"Enforce-Guardrails-MySQL";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-MySQL.html"
"PolicySet";"Enforce-Guardrails-Network";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-network";"1.2.0-deprecated";"Mg";"alz";"Enforce-Guardrails-Network";"1.2.0-deprecated";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-Network.html"
"PolicySet";"Enforce-Guardrails-Network_20250326";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-network_20250326";"2.0.0";"Mg";"alz";"Enforce-Guardrails-Network_20250326";"2.0.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-Network_20250326.html"
"PolicySet";"Enforce-Guardrails-OpenAI";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-openai";"1.2.0";"Mg";"alz";"Enforce-Guardrails-OpenAI";"1.2.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-OpenAI.html"
"PolicySet";"Enforce-Guardrails-PostgreSQL";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-postgresql";"1.1.0";"Mg";"alz";"Enforce-Guardrails-PostgreSQL";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-PostgreSQL.html"
"PolicySet";"Enforce-Guardrails-ServiceBus";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-servicebus";"1.1.0";"Mg";"alz";"Enforce-Guardrails-ServiceBus";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-ServiceBus.html"
"PolicySet";"Enforce-Guardrails-SQL";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-sql";"1.1.0";"Mg";"alz";"Enforce-Guardrails-SQL";"2.0.0";"outDated";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-SQL.html"
"PolicySet";"Enforce-Guardrails-Storage";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-storage";"1.1.0";"Mg";"alz";"Enforce-Guardrails-Storage";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-Storage.html"
"PolicySet";"Enforce-Guardrails-Synapse";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-synapse";"1.2.0";"Mg";"alz";"Enforce-Guardrails-Synapse";"1.2.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-Synapse.html"
"PolicySet";"Enforce-Guardrails-VirtualDesktop";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/enforce-guardrails-virtualdesktop";"1.1.0";"Mg";"alz";"Enforce-Guardrails-VirtualDesktop";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-VirtualDesktop.html"
"Policy";"Modify-NSG";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/modify-nsg";"1.0.0";"Mg";"alz";"Modify-NSG";"1.0.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Modify-NSG.html"
"Policy";"Modify-UDR";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/modify-udr";"1.0.0";"Mg";"alz";"Modify-UDR";"1.0.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Modify-UDR.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Audit-AKS-kubenet";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Audit-AKS-kubenet.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Encryption-CMK";"3.2.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Encryption-CMK.html"
